"decimalLongitude","decimalLatitude"
-102.25479,43.89011
-108.05528,44.48886
-104.4723,43.92702
-104.4723,43.92702
-104.4723,43.92702
-122.03336,36.9779
-104.4723,43.92702
-104.4723,43.92702
-104.4723,43.92702
-104.4723,43.92702
-117.15583,47.27962
-104.4723,43.92702
-122.22038,37.99542
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-122.22038,37.99542
-121.80557,37.98095
-122.22038,37.99542
-122.22038,37.99542
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-122.22038,37.99542
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-121.80557,37.98095
-105.27054,40.01498
-120.02025,39.12726
-122.54498,37.90603
-111.2977,42.32215
-115.77901,44.57426
-122.48822,48.75955
-110.68366,44.06981
-110.68366,44.06981
-110.68366,44.06981
-110.68366,44.06981
-117.47294,48.65822
-120.21351,42.17614
-110.76242,43.47992
-110.76242,43.47992
-123.59649,44.38151
-123.58149,44.38678
-123.26204,44.56456
-123.26204,44.56456
-123.26204,44.56456
-121.84203,44.65123
-121.84203,44.65123
-121.84203,44.65123
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-123.11066,45.51983
-103.52435,46.9139
-103.52435,46.9139
-103.45278,43.88139
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-103.371,43.6667
-122.33083,47.60639
-122.33083,47.60639
-122.33083,47.60639
-119.786,42.3498
-116.866,45.0237
-123.395,42.69528
-116.866,45.0237
-112.07694,40.50417
-111.79306,41.74028
-111.83361,41.73556
-111.83361,41.73556
-111.38306,40.69111
-110.825,40.9001
-110.825,40.9001
-112.73083,43.03806
-116.73361,44.47139
-112.73083,43.03806
-112.73083,43.03806
-122.16917,37.42722
-122.27167,37.87167
-105.08389,40.58528
-105.08389,40.58528
-105.08389,40.58528
-105.08389,40.58528
-106.14111,41.29833
-105.40556,36.70806
-105.40556,36.70806
-105.40556,36.70806
-113.49369,53.54094
-113.49369,53.54094
-113.49369,53.54094
-113.49369,53.54094
-113.49369,53.54094
-122.5353,37.93409
-113.49369,53.54094
-121.84487,37.18899
-122.12608,51.94877
-122.12608,51.94877
-156.2,58.66667
-156.2,58.66667
-155.941,58.636
-149.90028,61.21806
-149.44222,60.10417
-149.44222,60.10417
-148.96611,63.85694
-147.71369,64.83778
-148.9051,63.3879
-148.8302,63.5636
-148.8302,63.5636
-148.8302,63.5636
-148.8302,63.5636
-148.8302,63.5636
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
-148.91416,63.73277
